307.332 36.468 109.106 1 1 1 17 1
307.332 36.468 109.106 2 1 1 17 1
307.332 36.468 109.106 3 1 1 17 1
307.332 36.468 109.106 4 1 1 17 1
307.332 36.468 109.106 5 1 1 17 1
307.332 36.468 109.106 6 1 1 17 1
307.332 36.468 109.106 7 1 1 17 1
246.677 62.331 49.777 8 1 1 117 1
246.677 62.331 49.777 9 1 1 117 1
215.254 53.344 147.903 10 1 1 77 1
215.254 53.344 147.903 11 1 1 77 1
215.254 53.344 147.903 12 1 1 77 1
215.254 53.344 147.903 13 1 1 77 1
215.254 53.344 147.903 14 1 1 77 1
215.254 53.344 147.903 15 1 1 77 1
323.602 32.065 271.400 16 1 1 51 1
191.872 126.592 125.120 17 1 1 168 2
191.872 126.592 125.120 18 1 1 168 2
191.872 126.592 125.120 19 1 1 168 2
191.872 126.592 125.120 20 1 1 168 2
323.602 32.065 271.400 21 1 1 51 1
323.602 32.065 271.400 22 1 1 51 1
323.602 32.065 271.400 23 1 1 51 1
323.602 32.065 271.400 24 1 1 51 1
37.993 59.078 304.650 25 1 1 59 1
272.044 141.833 300.226 26 1 1 60 1
272.044 141.833 300.226 27 1 1 60 1
272.044 141.833 300.226 28 1 1 60 1
272.044 141.833 300.226 29 1 1 60 1
272.044 141.833 300.226 30 1 1 60 1
272.044 141.833 300.226 31 1 1 60 1
272.044 141.833 300.226 32 1 1 60 1
307.332 36.468 109.106 1 2 1 17 1
0.229 87.267 244.437 2 2 1 182 2
0.229 87.267 244.437 3 2 1 182 2
307.332 36.468 109.106 4 2 1 17 1
307.332 36.468 109.106 5 2 1 17 1
307.332 36.468 109.106 6 2 1 17 1
246.677 62.331 49.777 7 2 1 117 1
246.677 62.331 49.777 8 2 1 117 1
246.677 62.331 49.777 9 2 1 117 1
215.254 53.344 147.903 10 2 1 77 1
215.254 53.344 147.903 11 2 1 77 1
215.254 53.344 147.903 12 2 1 77 1
215.254 53.344 147.903 13 2 1 77 1
215.254 53.344 147.903 14 2 1 77 1
215.254 53.344 147.903 15 2 1 77 1
323.602 32.065 271.400 16 2 1 51 1
191.872 126.592 125.120 17 2 1 168 2
191.872 126.592 125.120 18 2 1 168 2
191.872 126.592 125.120 19 2 1 168 2
191.872 126.592 125.120 20 2 1 168 2
323.602 32.065 271.400 21 2 1 51 1
323.602 32.065 271.400 22 2 1 51 1
323.602 32.065 271.400 23 2 1 51 1
37.993 59.078 304.650 24 2 1 59 1
37.993 59.078 304.650 25 2 1 59 1
37.993 59.078 304.650 26 2 1 59 1
272.044 141.833 300.226 27 2 1 60 1
272.044 141.833 300.226 28 2 1 60 1
272.044 141.833 300.226 29 2 1 60 1
272.044 141.833 300.226 30 2 1 60 1
272.044 141.833 300.226 31 2 1 60 1
272.044 141.833 300.226 32 2 1 60 1
307.332 36.468 109.106 1 3 1 17 1
307.332 36.468 109.106 2 3 1 17 1
307.332 36.468 109.106 3 3 1 17 1
307.332 36.468 109.106 4 3 1 17 1
307.332 36.468 109.106 5 3 1 17 1
307.332 36.468 109.106 6 3 1 17 1
111.631 122.151 195.649 7 3 1 194 2
111.631 122.151 195.649 8 3 1 194 2
111.631 122.151 195.649 9 3 1 194 2
111.631 122.151 195.649 10 3 1 194 2
215.254 53.344 147.903 11 3 1 77 1
215.254 53.344 147.903 12 3 1 77 1
215.254 53.344 147.903 13 3 1 77 1
215.254 53.344 147.903 14 3 1 77 1
215.254 53.344 147.903 15 3 1 77 1
323.602 32.065 271.400 16 3 1 51 1
191.872 126.592 125.120 17 3 1 168 2
191.872 126.592 125.120 18 3 1 168 2
191.872 126.592 125.120 19 3 1 168 2
191.872 126.592 125.120 20 3 1 168 2
323.602 32.065 271.400 21 3 1 51 1
323.602 32.065 271.400 22 3 1 51 1
37.993 59.078 304.650 23 3 1 59 1
37.993 59.078 304.650 24 3 1 59 1
37.993 59.078 304.650 25 3 1 59 1
37.993 59.078 304.650 26 3 1 59 1
37.993 59.078 304.650 27 3 1 59 1
37.993 59.078 304.650 28 3 1 59 1
272.044 141.833 300.226 29 3 1 60 1
272.044 141.833 300.226 30 3 1 60 1
272.044 141.833 300.226 31 3 1 60 1
272.044 141.833 300.226 32 3 1 60 1
45.551 134.651 51.674 1 4 1 177 2
45.551 134.651 51.674 2 4 1 177 2
307.332 36.468 109.106 3 4 1 17 1
307.332 36.468 109.106 4 4 1 17 1
307.332 36.468 109.106 5 4 1 17 1
307.332 36.468 109.106 6 4 1 17 1
111.631 122.151 195.649 7 4 1 194 2
111.631 122.151 195.649 8 4 1 194 2
111.631 122.151 195.649 9 4 1 194 2
111.631 122.151 195.649 10 4 1 194 2
215.254 53.344 147.903 11 4 1 77 1
215.254 53.344 147.903 12 4 1 77 1
215.254 53.344 147.903 13 4 1 77 1
215.254 53.344 147.903 14 4 1 77 1
215.254 53.344 147.903 15 4 1 77 1
323.602 32.065 271.400 16 4 1 51 1
323.602 32.065 271.400 17 4 1 51 1
323.602 32.065 271.400 18 4 1 51 1
323.602 32.065 271.400 19 4 1 51 1
323.602 32.065 271.400 20 4 1 51 1
323.602 32.065 271.400 21 4 1 51 1
37.993 59.078 304.650 22 4 1 59 1
37.993 59.078 304.650 23 4 1 59 1
37.993 59.078 304.650 24 4 1 59 1
37.993 59.078 304.650 25 4 1 59 1
16.193 26.144 44.427 26 4 1 216 2
16.193 26.144 44.427 27 4 1 216 2
37.993 59.078 304.650 28 4 1 59 1
37.993 59.078 304.650 29 4 1 59 1
272.044 141.833 300.226 30 4 1 60 1
272.044 141.833 300.226 31 4 1 60 1
272.044 141.833 300.226 32 4 1 60 1
45.551 134.651 51.674 1 5 1 177 2
45.551 134.651 51.674 2 5 1 177 2
45.551 134.651 51.674 3 5 1 177 2
307.332 36.468 109.106 4 5 1 17 1
307.332 36.468 109.106 5 5 1 17 1
246.677 62.331 49.777 6 5 1 117 1
111.631 122.151 195.649 7 5 1 194 2
111.631 122.151 195.649 8 5 1 194 2
111.631 122.151 195.649 9 5 1 194 2
111.631 122.151 195.649 10 5 1 194 2
215.254 53.344 147.903 11 5 1 77 1
215.254 53.344 147.903 12 5 1 77 1
215.254 53.344 147.903 13 5 1 77 1
215.254 53.344 147.903 14 5 1 77 1
215.254 53.344 147.903 15 5 1 77 1
323.602 32.065 271.400 16 5 1 51 1
332.112 84.315 130.156 17 5 1 303 2
332.112 84.315 130.156 18 5 1 303 2
332.112 84.315 130.156 19 5 1 303 2
332.112 84.315 130.156 20 5 1 303 2
37.993 59.078 304.650 21 5 1 59 1
37.993 59.078 304.650 22 5 1 59 1
37.993 59.078 304.650 23 5 1 59 1
37.993 59.078 304.650 24 5 1 59 1
16.193 26.144 44.427 25 5 1 216 2
16.193 26.144 44.427 26 5 1 216 2
16.193 26.144 44.427 27 5 1 216 2
16.193 26.144 44.427 28 5 1 216 2
37.993 59.078 304.650 29 5 1 59 1
37.993 59.078 304.650 30 5 1 59 1
309.089 123.068 56.746 31 5 1 204 2
309.089 123.068 56.746 32 5 1 204 2
45.551 134.651 51.674 1 6 1 177 2
45.551 134.651 51.674 2 6 1 177 2
45.551 134.651 51.674 3 6 1 177 2
307.332 36.468 109.106 4 6 1 17 1
105.722 81.068 272.816 5 6 1 176 2
246.677 62.331 49.777 6 6 1 117 1
111.631 122.151 195.649 7 6 1 194 2
111.631 122.151 195.649 8 6 1 194 2
111.631 122.151 195.649 9 6 1 194 2
111.631 122.151 195.649 10 6 1 194 2
246.677 62.331 49.777 11 6 1 117 1
215.254 53.344 147.903 12 6 1 77 1
215.254 53.344 147.903 13 6 1 77 1
215.254 53.344 147.903 14 6 1 77 1
215.254 53.344 147.903 15 6 1 77 1
332.112 84.315 130.156 16 6 1 303 2
332.112 84.315 130.156 17 6 1 303 2
332.112 84.315 130.156 18 6 1 303 2
332.112 84.315 130.156 19 6 1 303 2
332.112 84.315 130.156 20 6 1 303 2
332.112 84.315 130.156 21 6 1 303 2
37.993 59.078 304.650 22 6 1 59 1
37.993 59.078 304.650 23 6 1 59 1
37.993 59.078 304.650 24 6 1 59 1
16.193 26.144 44.427 25 6 1 216 2
16.193 26.144 44.427 26 6 1 216 2
16.193 26.144 44.427 27 6 1 216 2
16.193 26.144 44.427 28 6 1 216 2
37.993 59.078 304.650 29 6 1 59 1
309.089 123.068 56.746 30 6 1 204 2
309.089 123.068 56.746 31 6 1 204 2
309.089 123.068 56.746 32 6 1 204 2
45.551 134.651 51.674 1 7 1 177 2
45.551 134.651 51.674 2 7 1 177 2
45.551 134.651 51.674 3 7 1 177 2
105.722 81.068 272.816 4 7 1 176 2
105.722 81.068 272.816 5 7 1 176 2
105.722 81.068 272.816 6 7 1 176 2
246.677 62.331 49.777 7 7 1 117 1
246.677 62.331 49.777 8 7 1 117 1
246.677 62.331 49.777 9 7 1 117 1
246.677 62.331 49.777 10 7 1 117 1
246.677 62.331 49.777 11 7 1 117 1
215.254 53.344 147.903 12 7 1 77 1
215.254 53.344 147.903 13 7 1 77 1
154.188 24.759 254.519 14 7 1 63 1
154.188 24.759 254.519 15 7 1 63 1
332.112 84.315 130.156 16 7 1 303 2
332.112 84.315 130.156 17 7 1 303 2
332.112 84.315 130.156 18 7 1 303 2
332.112 84.315 130.156 19 7 1 303 2
332.112 84.315 130.156 20 7 1 303 2
332.112 84.315 130.156 21 7 1 303 2
37.993 59.078 304.650 22 7 1 59 1
37.993 59.078 304.650 23 7 1 59 1
37.993 59.078 304.650 24 7 1 59 1
37.993 59.078 304.650 25 7 1 59 1
16.193 26.144 44.427 26 7 1 216 2
16.193 26.144 44.427 27 7 1 216 2
37.993 59.078 304.650 28 7 1 59 1
37.993 59.078 304.650 29 7 1 59 1
309.089 123.068 56.746 30 7 1 204 2
309.089 123.068 56.746 31 7 1 204 2
309.089 123.068 56.746 32 7 1 204 2
45.551 134.651 51.674 1 8 1 177 2
45.551 134.651 51.674 2 8 1 177 2
45.551 134.651 51.674 3 8 1 177 2
307.332 36.468 109.106 4 8 1 17 1
105.722 81.068 272.816 5 8 1 176 2
105.722 81.068 272.816 6 8 1 176 2
246.677 62.331 49.777 7 8 1 117 1
246.677 62.331 49.777 8 8 1 117 1
246.677 62.331 49.777 9 8 1 117 1
246.677 62.331 49.777 10 8 1 117 1
72.481 124.836 126.665 11 8 1 48 1
349.996 135.139 3.231 12 8 1 247 2
349.996 135.139 3.231 13 8 1 247 2
349.996 135.139 3.231 14 8 1 247 2
154.188 24.759 254.519 15 8 1 63 1
332.112 84.315 130.156 16 8 1 303 2
332.112 84.315 130.156 17 8 1 303 2
332.112 84.315 130.156 18 8 1 303 2
332.112 84.315 130.156 19 8 1 303 2
332.112 84.315 130.156 20 8 1 303 2
332.112 84.315 130.156 21 8 1 303 2
37.993 59.078 304.650 22 8 1 59 1
37.993 59.078 304.650 23 8 1 59 1
37.993 59.078 304.650 24 8 1 59 1
37.993 59.078 304.650 25 8 1 59 1
37.993 59.078 304.650 26 8 1 59 1
37.993 59.078 304.650 27 8 1 59 1
37.993 59.078 304.650 28 8 1 59 1
37.993 59.078 304.650 29 8 1 59 1
309.089 123.068 56.746 30 8 1 204 2
309.089 123.068 56.746 31 8 1 204 2
309.089 123.068 56.746 32 8 1 204 2
307.332 36.468 109.106 1 9 1 17 1
307.332 36.468 109.106 2 9 1 17 1
307.332 36.468 109.106 3 9 1 17 1
72.481 124.836 126.665 4 9 1 48 1
72.481 124.836 126.665 5 9 1 48 1
72.481 124.836 126.665 6 9 1 48 1
72.481 124.836 126.665 7 9 1 48 1
72.481 124.836 126.665 8 9 1 48 1
72.481 124.836 126.665 9 9 1 48 1
72.481 124.836 126.665 10 9 1 48 1
349.996 135.139 3.231 11 9 1 247 2
349.996 135.139 3.231 12 9 1 247 2
349.996 135.139 3.231 13 9 1 247 2
349.996 135.139 3.231 14 9 1 247 2
154.188 24.759 254.519 15 9 1 63 1
332.112 84.315 130.156 16 9 1 303 2
332.112 84.315 130.156 17 9 1 303 2
332.112 84.315 130.156 18 9 1 303 2
332.112 84.315 130.156 19 9 1 303 2
332.112 84.315 130.156 20 9 1 303 2
332.112 84.315 130.156 21 9 1 303 2
37.993 59.078 304.650 22 9 1 59 1
272.645 52.354 326.570 23 9 1 271 2
272.645 52.354 326.570 24 9 1 271 2
272.645 52.354 326.570 25 9 1 271 2
37.993 59.078 304.650 26 9 1 59 1
37.993 59.078 304.650 27 9 1 59 1
37.993 59.078 304.650 28 9 1 59 1
37.993 59.078 304.650 29 9 1 59 1
309.089 123.068 56.746 30 9 1 204 2
309.089 123.068 56.746 31 9 1 204 2
309.089 123.068 56.746 32 9 1 204 2
307.332 36.468 109.106 1 10 1 17 1
304.733 131.352 203.616 2 10 1 113 1
72.481 124.836 126.665 3 10 1 48 1
72.481 124.836 126.665 4 10 1 48 1
72.481 124.836 126.665 5 10 1 48 1
72.481 124.836 126.665 6 10 1 48 1
72.481 124.836 126.665 7 10 1 48 1
72.481 124.836 126.665 8 10 1 48 1
72.481 124.836 126.665 9 10 1 48 1
72.481 124.836 126.665 10 10 1 48 1
349.996 135.139 3.231 11 10 1 247 2
349.996 135.139 3.231 12 10 1 247 2
349.996 135.139 3.231 13 10 1 247 2
349.996 135.139 3.231 14 10 1 247 2
154.188 24.759 254.519 15 10 1 63 1
154.188 24.759 254.519 16 10 1 63 1
332.112 84.315 130.156 17 10 1 303 2
332.112 84.315 130.156 18 10 1 303 2
332.112 84.315 130.156 19 10 1 303 2
332.112 84.315 130.156 20 10 1 303 2
154.188 24.759 254.519 21 10 1 63 1
186.792 43.052 43.423 22 10 1 52 1
272.645 52.354 326.570 23 10 1 271 2
272.645 52.354 326.570 24 10 1 271 2
272.645 52.354 326.570 25 10 1 271 2
272.645 52.354 326.570 26 10 1 271 2
37.993 59.078 304.650 27 10 1 59 1
37.993 59.078 304.650 28 10 1 59 1
37.993 59.078 304.650 29 10 1 59 1
257.464 44.740 47.115 30 10 1 80 1
309.089 123.068 56.746 31 10 1 204 2
309.089 123.068 56.746 32 10 1 204 2
304.733 131.352 203.616 1 11 1 113 1
115.477 114.159 143.081 2 11 1 306 2
115.477 114.159 143.081 3 11 1 306 2
115.477 114.159 143.081 4 11 1 306 2
115.477 114.159 143.081 5 11 1 306 2
72.481 124.836 126.665 6 11 1 48 1
72.481 124.836 126.665 7 11 1 48 1
72.481 124.836 126.665 8 11 1 48 1
72.481 124.836 126.665 9 11 1 48 1
72.481 124.836 126.665 10 11 1 48 1
349.996 135.139 3.231 11 11 1 247 2
349.996 135.139 3.231 12 11 1 247 2
349.996 135.139 3.231 13 11 1 247 2
349.996 135.139 3.231 14 11 1 247 2
154.188 24.759 254.519 15 11 1 63 1
154.188 24.759 254.519 16 11 1 63 1
154.188 24.759 254.519 17 11 1 63 1
154.188 24.759 254.519 18 11 1 63 1
154.188 24.759 254.519 19 11 1 63 1
154.188 24.759 254.519 20 11 1 63 1
154.188 24.759 254.519 21 11 1 63 1
186.792 43.052 43.423 22 11 1 52 1
272.645 52.354 326.570 23 11 1 271 2
272.645 52.354 326.570 24 11 1 271 2
272.645 52.354 326.570 25 11 1 271 2
272.645 52.354 326.570 26 11 1 271 2
37.993 59.078 304.650 27 11 1 59 1
37.993 59.078 304.650 28 11 1 59 1
37.993 59.078 304.650 29 11 1 59 1
257.464 44.740 47.115 30 11 1 80 1
257.464 44.740 47.115 31 11 1 80 1
257.464 44.740 47.115 32 11 1 80 1
304.733 131.352 203.616 1 12 1 113 1
115.477 114.159 143.081 2 12 1 306 2
115.477 114.159 143.081 3 12 1 306 2
115.477 114.159 143.081 4 12 1 306 2
115.477 114.159 143.081 5 12 1 306 2
72.481 124.836 126.665 6 12 1 48 1
72.481 124.836 126.665 7 12 1 48 1
72.481 124.836 126.665 8 12 1 48 1
72.481 124.836 126.665 9 12 1 48 1
72.481 124.836 126.665 10 12 1 48 1
72.481 124.836 126.665 11 12 1 48 1
72.481 124.836 126.665 12 12 1 48 1
72.481 124.836 126.665 13 12 1 48 1
72.481 124.836 126.665 14 12 1 48 1
154.188 24.759 254.519 15 12 1 63 1
154.188 24.759 254.519 16 12 1 63 1
154.188 24.759 254.519 17 12 1 63 1
154.188 24.759 254.519 18 12 1 63 1
154.188 24.759 254.519 19 12 1 63 1
154.188 24.759 254.519 20 12 1 63 1
154.188 24.759 254.519 21 12 1 63 1
186.792 43.052 43.423 22 12 1 52 1
272.645 52.354 326.570 23 12 1 271 2
272.645 52.354 326.570 24 12 1 271 2
272.645 52.354 326.570 25 12 1 271 2
272.645 52.354 326.570 26 12 1 271 2
37.993 59.078 304.650 27 12 1 59 1
37.993 59.078 304.650 28 12 1 59 1
37.993 59.078 304.650 29 12 1 59 1
257.464 44.740 47.115 30 12 1 80 1
257.464 44.740 47.115 31 12 1 80 1
257.464 44.740 47.115 32 12 1 80 1
115.477 114.159 143.081 1 13 1 306 2
115.477 114.159 143.081 2 13 1 306 2
115.477 114.159 143.081 3 13 1 306 2
115.477 114.159 143.081 4 13 1 306 2
115.477 114.159 143.081 5 13 1 306 2
72.481 124.836 126.665 6 13 1 48 1
72.481 124.836 126.665 7 13 1 48 1
72.481 124.836 126.665 8 13 1 48 1
72.481 124.836 126.665 9 13 1 48 1
72.481 124.836 126.665 10 13 1 48 1
72.481 124.836 126.665 11 13 1 48 1
72.481 124.836 126.665 12 13 1 48 1
72.481 124.836 126.665 13 13 1 48 1
72.481 124.836 126.665 14 13 1 48 1
237.291 67.732 157.130 15 13 1 288 2
237.291 67.732 157.130 16 13 1 288 2
237.291 67.732 157.130 17 13 1 288 2
237.291 67.732 157.130 18 13 1 288 2
154.188 24.759 254.519 19 13 1 63 1
154.188 24.759 254.519 20 13 1 63 1
154.188 24.759 254.519 21 13 1 63 1
154.188 24.759 254.519 22 13 1 63 1
186.792 43.052 43.423 23 13 1 52 1
186.792 43.052 43.423 24 13 1 52 1
186.792 43.052 43.423 25 13 1 52 1
186.792 43.052 43.423 26 13 1 52 1
164.580 103.319 72.457 27 13 1 252 2
164.580 103.319 72.457 28 13 1 252 2
164.580 103.319 72.457 29 13 1 252 2
164.580 103.319 72.457 30 13 1 252 2
106.308 50.589 60.774 31 13 1 86 1
106.308 50.589 60.774 32 13 1 86 1
304.733 131.352 203.616 1 14 1 113 1
115.477 114.159 143.081 2 14 1 306 2
115.477 114.159 143.081 3 14 1 306 2
115.477 114.159 143.081 4 14 1 306 2
115.477 114.159 143.081 5 14 1 306 2
72.481 124.836 126.665 6 14 1 48 1
72.481 124.836 126.665 7 14 1 48 1
72.481 124.836 126.665 8 14 1 48 1
281.412 127.359 319.304 9 14 1 245 2
72.481 124.836 126.665 10 14 1 48 1
72.481 124.836 126.665 11 14 1 48 1
72.481 124.836 126.665 12 14 1 48 1
72.481 124.836 126.665 13 14 1 48 1
311.867 97.315 103.216 14 14 1 129 1
237.291 67.732 157.130 15 14 1 288 2
